"Version","Task","Concept","Att 1 - Brand","Att 2 - Verified Buyer Ratings","Att 3 - Mattress Type","Att 4 - Firmness","Att 5 - Trial Period","Att 6 - Warranty","Att 7 - Price (Queen)"
82,7,4,6,2,5,4,2,4,3
82,8,1,8,5,1,4,1,4,6
82,8,2,4,1,2,1,3,2,1
82,8,3,3,3,5,2,2,1,2
82,8,4,11,2,4,3,4,3,4
82,9,1,8,2,4,1,2,2,4
82,9,2,4,1,1,3,4,4,7
82,9,3,12,5,3,4,1,3,6
82,9,4,14,3,2,2,3,1,2
82,10,1,16,1,3,3,1,4,3
82,10,2,10,5,4,4,4,2,1
82,10,3,1,2,1,2,2,3,7
82,10,4,3,4,5,5,3,1,5
82,11,1,5,1,4,2,2,3,6
82,11,2,13,3,2,1,4,1,4
82,11,3,15,5,1,4,1,2,3
82,11,4,6,4,5,5,3,4,5
82,12,1,7,2,2,1,1,2,5
82,12,2,2,3,3,5,4,4,2
82,12,3,9,5,4,2,2,1,6
82,12,4,11,4,5,3,3,3,1
83,1,1,6,3,2,1,4,2,1
83,1,2,4,2,3,4,1,1,4
83,1,3,15,1,5,3,2,3,7
83,1,4,3,4,1,5,3,4,2
83,2,1,2,3,2,2,4,2,1
83,2,2,5,4,4,1,2,1,3
83,2,3,16,2,1,5,3,4,7
83,2,4,10,1,3,4,1,3,4
83,3,1,11,5,5,3,3,2,2
83,3,2,12,1,1,1,4,4,6
83,3,3,14,3,2,4,1,3,3
83,3,4,1,2,4,2,2,1,5
83,4,1,7,3,4,2,1,1,5
83,4,2,13,4,5,3,2,4,1
83,4,3,9,5,3,5,4,2,2
83,4,4,8,2,2,1,3,3,4
83,5,1,2,4,3,5,1,4,6
83,5,2,13,1,5,3,2,1,3
83,5,3,1,5,1,4,4,2,7
83,5,4,7,3,4,1,3,3,2
83,6,1,8,5,5,5,4,3,4
83,6,2,6,4,1,4,2,4,3
83,6,3,11,2,2,3,1,2,5
83,6,4,5,1,3,2,3,1,1
83,7,1,12,1,2,2,2,2,2
83,7,2,3,5,5,5,1,4,7
83,7,3,15,2,4,1,4,1,5
83,7,4,10,4,1,4,3,3,6
83,8,1,14,4,4,1,3,2,1
83,8,2,4,5,2,2,4,3,3
83,8,3,16,1,5,5,1,1,6
83,8,4,9,3,3,3,2,4,7
83,9,1,15,2,3,3,1,1,4
83,9,2,14,3,1,4,3,3,7
83,9,3,16,4,5,2,4,4,3
83,9,4,13,1,4,5,2,2,1
83,10,1,6,5,1,3,4,4,2
83,10,2,7,3,3,4,3,3,6
83,10,3,8,4,5,5,2,1,4
83,10,4,3,2,2,1,1,2,5
83,11,1,1,2,2,2,2,2,6
83,11,2,2,3,1,1,4,1,5
83,11,3,12,5,4,3,3,3,2
83,11,4,11,1,3,4,1,4,3
83,12,1,9,3,2,3,4,4,7
83,12,2,5,5,3,2,1,2,3
83,12,3,10,2,1,5,3,3,1
83,12,4,4,1,5,1,2,1,4
84,1,1,1,2,3,5,2,3,1
84,1,2,12,5,1,1,1,2,2
84,1,3,5,1,5,3,3,4,4
84,1,4,14,4,4,4,4,1,6
84,2,1,11,4,4,2,4,1,7
84,2,2,3,3,2,4,2,2,5
84,2,3,4,5,5,1,1,3,6
84,2,4,8,2,1,5,3,4,4
84,3,1,15,1,3,2,4,4,7
84,3,2,7,5,5,5,2,2,3
84,3,3,6,4,2,4,3,3,5
84,3,4,9,3,4,3,1,1,2
84,4,1,2,4,3,4,1,3,1
84,4,2,10,3,2,2,2,4,3
84,4,3,13,2,1,1,3,2,4
84,4,4,16,1,4,3,4,1,7
84,5,1,16,3,5,2,3,4,5
84,5,2,10,4,3,3,2,3,2
84,5,3,14,5,1,5,1,1,1
84,5,4,2,2,4,4,4,2,6
84,6,1,6,5,1,4,4,1,4
84,6,2,1,3,5,3,2,3,6
84,6,3,8,2,4,2,3,2,5
84,6,4,15,1,2,1,1,4,7
84,7,1,3,1,2,5,3,1,3
84,7,2,7,2,5,3,4,4,2
84,7,3,12,5,4,2,1,3,6
84,7,4,5,4,3,1,2,2,1
84,8,1,4,2,5,2,2,3,1
84,8,2,11,1,2,1,3,1,5
84,8,3,13,3,3,5,4,2,4
84,8,4,9,4,1,4,1,4,7
84,9,1,3,5,4,5,4,1,4
84,9,2,8,3,1,1,2,4,5
84,9,3,15,4,3,3,3,3,2
84,9,4,2,1,2,4,1,2,3
84,10,1,4,1,4,2,2,2,6
84,10,2,16,5,3,4,1,1,2
84,10,3,14,2,5,1,3,4,7
84,10,4,10,3,2,5,4,3,1
84,11,1,12,4,1,3,2,1,3
84,11,2,9,2,4,1,1,2,6
84,11,3,5,1,2,5,3,4,7
84,11,4,6,5,5,2,4,3,1
84,12,1,11,3,3,3,1,1,5
84,12,2,1,2,2,2,4,4,2
84,12,3,7,4,1,4,3,2,3
84,12,4,13,5,5,5,2,3,4
85,1,1,14,3,3,4,3,4,1
85,1,2,4,1,4,3,2,1,5
85,1,3,5,2,2,5,4,3,6
85,1,4,10,4,1,1,1,2,3
85,2,1,13,5,5,4,2,1,4
85,2,2,11,1,4,3,1,4,1
85,2,3,16,3,1,2,3,3,7
85,2,4,1,4,3,1,4,2,2
85,3,1,2,3,4,3,4,2,5
85,3,2,12,5,2,4,2,3,2
85,3,3,7,4,3,5,3,1,4
85,3,4,15,2,1,1,1,4,6
85,4,1,3,1,5,2,2,2,7
85,4,2,6,2,2,4,4,1,4
85,4,3,9,4,1,3,3,4,3
85,4,4,8,5,4,5,1,3,2
85,5,1,15,3,5,1,4,1,6
85,5,2,11,5,1,4,2,4,5
85,5,3,4,1,3,2,3,2,1
85,5,4,10,4,4,5,1,3,7
85,6,1,7,3,5,3,2,3,6
85,6,2,12,2,2,2,4,1,3
85,6,3,9,1,3,1,3,2,4
85,6,4,2,4,1,4,1,4,5
85,7,1,5,2,3,5,3,1,7
85,7,2,1,3,4,2,2,3,1
85,7,3,13,1,5,3,1,2,3
85,7,4,8,5,2,1,4,4,2
85,8,1,14,5,5,2,2,3,2
85,8,2,3,2,2,3,1,4,7
85,8,3,16,4,3,5,4,1,5
85,8,4,6,1,1,1,3,2,6
85,9,1,1,4,2,3,2,2,4
85,9,2,11,1,3,5,1,4,1
85,9,3,13,3,4,4,4,3,3
85,9,4,16,2,5,1,3,1,2
85,10,1,5,4,5,3,1,4,5
85,10,2,2,2,2,5,3,2,7
85,10,3,14,5,4,4,4,1,6
85,10,4,3,3,1,2,2,3,1
85,11,1,9,3,4,2,1,1,4
85,11,2,4,5,3,4,2,2,7
85,11,3,10,2,2,5,4,4,1
85,11,4,12,1,1,1,3,3,3
85,12,1,8,3,4,4,2,3,2
85,12,2,6,5,5,1,4,2,3
85,12,3,15,1,1,3,1,4,4
85,12,4,7,4,3,2,3,1,6
86,1,1,2,2,5,4,1,4,7
86,1,2,9,3,3,2,4,1,3
86,1,3,13,4,1,3,3,3,1
86,1,4,12,1,2,5,2,2,5
86,2,1,10,3,3,2,4,3,4
86,2,2,3,2,2,5,2,2,2
86,2,3,8,4,5,3,3,4,5
86,2,4,11,5,4,1,1,1,6
86,3,1,7,1,4,1,1,2,4
86,3,2,15,4,3,3,4,4,5
86,3,3,5,3,5,5,2,1,1
86,3,4,14,5,1,4,3,3,6
86,4,1,4,3,3,3,1,4,5
86,4,2,16,5,2,2,3,1,3
86,4,3,6,2,1,4,2,3,7
86,4,4,1,1,4,1,4,2,2
86,5,1,14,1,5,4,1,1,2
86,5,2,2,2,1,5,3,4,7
86,5,3,3,4,2,2,4,3,6
86,5,4,12,5,4,1,2,2,1
86,6,1,1,3,4,1,1,2,4
86,6,2,9,2,1,2,2,4,7
86,6,3,7,1,5,5,3,1,5
86,6,4,11,4,3,4,4,3,3
86,7,1,16,3,5,2,1,2,6
86,7,2,5,5,2,3,3,1,3
86,7,3,4,4,1,4,2,3,2
86,7,4,8,1,3,5,4,4,1
86,8,1,15,3,5,2,4,1,1
86,8,2,13,2,4,3,1,2,4
86,8,3,6,5,2,1,2,3,7
86,8,4,10,1,1,5,3,4,6
86,9,1,13,2,3,4,4,3,4
86,9,2,1,5,4,1,2,4,2
86,9,3,10,3,5,5,1,1,3
86,9,4,12,4,2,3,3,2,5
86,10,1,11,5,4,2,1,1,4
86,10,2,3,1,2,3,3,3,7
86,10,3,5,4,3,4,4,2,2
86,10,4,6,2,1,1,2,4,1
86,11,1,8,3,5,5,2,2,3
86,11,2,4,1,2,4,4,1,6
86,11,3,15,4,4,1,1,3,2
86,11,4,2,5,1,3,3,4,5
86,12,1,16,2,3,2,3,4,6
86,12,2,9,4,1,1,4,3,5
86,12,3,7,1,2,4,2,1,3
86,12,4,14,5,5,3,1,2,1
87,1,1,10,1,2,4,3,3,3
87,1,2,4,3,3,5,4,1,4
87,1,3,9,2,4,2,1,4,7
87,1,4,16,5,5,1,2,2,1
87,2,1,15,2,1,3,2,1,6
87,2,2,5,4,4,2,4,3,5
87,2,3,8,3,3,5,1,4,7
87,2,4,11,5,2,1,3,2,2
87,3,1,12,1,4,3,2,2,4
87,3,2,6,2,5,2,1,4,7
87,3,3,13,3,1,4,4,3,2
87,3,4,2,4,3,5,3,1,5
87,4,1,1,4,4,4,1,2,1
87,4,2,3,5,5,5,2,1,6
87,4,3,7,3,3,2,4,3,3
87,4,4,14,2,1,1,3,4,4
87,5,1,2,4,3,5,1,1,1
87,5,2,12,5,4,1,3,3,5
87,5,3,14,1,2,3,4,2,6
87,5,4,11,2,5,4,2,4,7
87,6,1,5,4,3,5,3,1,6
87,6,2,13,5,4,4,1,4,4
87,6,3,4,3,2,3,4,2,3
87,6,4,6,1,1,2,2,3,2
87,7,1,3,1,2,3,3,1,4
87,7,2,15,2,1,2,1,4,2
87,7,3,7,3,5,1,2,2,7
87,7,4,10,5,3,5,4,3,5
87,8,1,16,3,1,2,1,3,1
87,8,2,1,4,2,3,4,4,6
87,8,3,8,2,4,1,3,1,2
87,8,4,9,1,5,4,2,2,3
87,9,1,4,5,4,1,4,4,5
87,9,2,3,4,1,4,2,2,3
87,9,3,14,3,3,3,1,1,7
87,9,4,2,1,5,5,3,3,4
87,10,1,11,5,3,5,1,4,3
87,10,2,16,3,4,3,2,2,4
87,10,3,1,4,5,1,4,1,7
87,10,4,5,2,2,2,3,3,1
87,11,1,13,1,2,4,4,2,2
87,11,2,12,5,3,1,1,4,1
87,11,3,10,2,1,2,2,3,6
87,11,4,15,4,4,5,3,1,5
87,12,1,7,3,1,2,3,4,3
87,12,2,6,1,5,4,4,3,6
87,12,3,9,4,4,1,2,1,5
87,12,4,8,2,2,3,1,2,7
88,1,1,15,1,5,4,1,3,4
88,1,2,11,5,1,5,4,2,1
88,1,3,14,3,3,2,3,1,6
88,1,4,13,2,2,3,2,4,2
88,2,1,7,4,2,1,3,2,2
88,2,2,16,5,5,4,4,4,4
88,2,3,6,2,4,5,2,1,7
88,2,4,3,1,1,2,1,3,3
88,3,1,5,4,4,4,4,4,5
88,3,2,2,3,3,3,2,2,1
88,3,3,1,1,1,5,1,1,3
88,3,4,4,2,5,2,3,3,2
88,4,1,12,4,5,2,2,4,6
88,4,2,8,1,4,4,4,1,5
88,4,3,10,3,3,1,1,3,7
88,4,4,9,5,2,3,3,2,1
88,5,1,5,3,3,5,2,3,3
88,5,2,15,2,1,1,4,2,1
88,5,3,8,4,4,2,3,1,5
88,5,4,1,5,2,3,1,4,4
88,6,1,4,2,3,5,1,2,7
88,6,2,2,3,5,4,4,4,2
88,6,3,3,5,1,3,3,3,6
88,6,4,16,1,2,1,2,1,4
88,7,1,10,3,2,3,1,2,2
88,7,2,11,1,3,2,3,4,3
88,7,3,9,5,4,4,4,3,5
88,7,4,12,2,5,5,2,1,7
88,8,1,14,3,5,3,4,4,4
88,8,2,6,5,4,5,2,1,7
88,8,3,7,1,3,2,3,2,1
88,8,4,13,4,1,1,1,3,6
88,9,1,13,1,3,3,2,4,4
88,9,2,3,5,4,2,4,2,2
88,9,3,6,4,2,4,3,1,6
88,9,4,7,2,1,1,1,3,1
88,10,1,4,2,2,1,4,3,2
88,10,2,16,5,3,3,1,4,7
88,10,3,5,3,1,4,2,2,5
88,10,4,12,4,5,5,3,1,3
88,11,1,9,1,4,2,1,1,4
88,11,2,15,2,5,4,4,4,5
88,11,3,10,4,1,5,2,2,3
88,11,4,8,3,2,1,3,3,1
88,12,1,14,4,5,3,2,2,2
88,12,2,2,1,3,2,4,1,5
88,12,3,11,5,2,5,3,3,3
88,12,4,1,3,1,1,1,4,6
89,1,1,11,2,4,4,2,4,6
89,1,2,14,3,2,2,1,1,4
89,1,3,3,4,1,5,3,3,7
89,1,4,13,1,3,1,4,2,1
89,2,1,1,4,2,1,1,3,3
89,2,2,5,2,4,3,4,4,7
89,2,3,16,5,5,4,3,2,4
89,2,4,2,1,3,5,2,1,1
89,3,1,8,3,1,4,2,1,5
89,3,2,7,1,3,5,4,4,4
89,3,3,15,5,4,3,1,2,2
89,3,4,12,2,5,2,3,3,6
89,4,1,9,4,1,1,4,3,5
89,4,2,4,5,2,2,2,1,6
89,4,3,10,3,4,4,3,4,1
89,4,4,6,2,5,3,1,2,7
89,5,1,16,1,2,3,2,3,4
89,5,2,14,2,1,5,3,2,2
89,5,3,9,5,3,2,4,4,3
89,5,4,10,4,5,1,1,1,1
89,6,1,11,2,3,2,1,1,7
89,6,2,5,5,5,3,3,4,3
89,6,3,2,4,2,5,4,2,2
89,6,4,12,3,4,4,2,3,6
89,7,1,8,3,1,1,2,3,2
89,7,2,13,4,5,2,3,4,1
89,7,3,7,1,4,4,1,1,5
89,7,4,6,5,3,3,4,2,4
89,8,1,15,1,1,5,1,4,6
89,8,2,4,3,4,4,4,3,3
89,8,3,3,5,5,3,2,2,5
89,8,4,1,2,2,1,3,1,7
89,9,1,2,4,3,2,4,3,4
89,9,2,3,1,4,1,2,2,3
89,9,3,5,3,1,4,1,1,6
89,9,4,10,2,2,5,3,4,2
89,10,1,4,2,5,1,2,3,7
89,10,2,7,5,3,5,1,4,4
89,10,3,12,4,2,3,3,2,1
89,10,4,13,1,1,2,4,1,5
89,11,1,9,3,4,4,4,2,5
89,11,2,14,4,1,2,1,1,1
89,11,3,6,1,3,1,3,4,2
89,11,4,1,5,5,3,2,3,3
89,12,1,11,1,3,1,2,2,1
89,12,2,8,3,4,4,4,1,6
89,12,3,15,5,5,2,3,4,3
89,12,4,16,2,2,5,1,3,7
90,1,1,11,3,1,3,1,3,7
90,1,2,1,4,2,4,3,4,2
90,1,3,9,1,3,1,2,2,6
90,1,4,10,2,4,5,4,1,5
90,2,1,7,5,2,4,3,1,4
90,2,2,15,3,1,5,1,4,6
90,2,3,14,4,4,3,2,2,2
90,2,4,8,2,5,2,4,3,3
90,3,1,12,2,1,3,2,1,4
90,3,2,13,5,4,2,3,3,5
90,3,3,6,4,3,1,1,2,1
90,3,4,3,3,2,5,4,4,7
90,4,1,5,3,2,1,2,2,2
90,4,2,4,2,3,2,1,1,5
90,4,3,2,1,5,4,4,4,7
90,4,4,16,4,4,3,3,3,4
90,5,1,14,2,2,2,2,4,1
90,5,2,6,1,5,4,4,3,6
90,5,3,3,4,3,3,3,1,7
90,5,4,8,5,1,5,1,2,3
90,6,1,7,3,5,1,4,4,2
90,6,2,2,2,2,3,3,2,4
90,6,3,1,5,1,5,2,3,1
90,6,4,13,1,4,4,1,1,5
90,7,1,10,4,4,5,3,2,3
90,7,2,15,3,5,2,2,3,6
90,7,3,12,1,1,4,4,1,1
90,7,4,11,5,3,1,1,4,7
90,8,1,16,3,5,3,1,4,4
90,8,2,4,1,4,1,2,3,2
90,8,3,5,5,2,4,4,2,3
90,8,4,9,2,3,2,3,1,5
90,9,1,14,4,1,5,4,4,6
90,9,2,5,5,4,3,3,3,2
90,9,3,9,2,3,4,1,2,3
90,9,4,15,1,2,1,2,1,7
90,10,1,10,4,5,5,4,3,1
90,10,2,11,1,3,4,1,4,4
90,10,3,16,3,1,2,2,1,5
90,10,4,12,2,2,1,3,2,6
90,11,1,8,1,3,4,4,3,6
90,11,2,4,3,4,3,2,2,2
90,11,3,13,5,1,5,3,1,1
90,11,4,2,4,5,2,1,4,5
90,12,1,3,4,4,3,3,1,4
90,12,2,1,3,1,5,1,4,3
90,12,3,7,2,2,2,2,3,7
90,12,4,6,5,5,1,4,2,2
91,1,1,11,5,4,3,4,1,5
91,1,2,15,2,3,4,1,3,3
91,1,3,13,3,5,1,3,2,6
91,1,4,8,4,1,5,2,4,1
91,2,1,16,1,2,2,3,1,4
91,2,2,9,4,3,3,4,2,6
91,2,3,14,2,4,4,2,4,3
91,2,4,4,5,1,1,1,3,7
91,3,1,1,3,2,2,2,3,5
91,3,2,7,4,1,3,3,2,4
91,3,3,2,5,4,1,4,4,2
91,3,4,6,1,5,5,1,1,7
91,4,1,3,3,2,4,1,3,2
91,4,2,10,4,1,3,2,1,6
91,4,3,5,1,5,2,3,4,3
91,4,4,12,2,3,5,4,2,1
91,5,1,6,3,2,2,2,3,1
91,5,2,16,1,4,5,3,4,4
91,5,3,3,5,5,4,1,2,7
91,5,4,8,2,3,1,4,1,5
91,6,1,1,4,3,5,4,1,1
91,6,2,11,1,5,4,2,4,5
91,6,3,7,3,2,2,1,3,7
91,6,4,10,2,1,3,3,2,3
91,7,1,12,1,1,3,2,2,2
91,7,2,13,5,4,1,3,1,4
91,7,3,14,3,2,4,4,3,3
91,7,4,5,2,3,2,1,4,6
91,8,1,4,1,1,3,2,2,7
91,8,2,2,4,5,1,4,1,4
91,8,3,9,3,3,4,3,4,5
91,8,4,15,5,4,5,1,3,1
91,9,1,7,4,2,2,3,4,7
91,9,2,16,5,4,5,1,1,6
91,9,3,5,3,1,4,4,2,1
91,9,4,6,2,5,1,2,3,2
91,10,1,11,2,2,3,2,4,5
91,10,2,12,5,5,5,3,1,6
91,10,3,8,1,4,2,1,2,4
91,10,4,1,4,3,1,4,3,2
91,11,1,9,2,4,3,3,1,1
91,11,2,13,5,5,1,4,3,6
91,11,3,10,3,3,4,1,2,3
91,11,4,2,4,2,2,2,4,7
91,12,1,14,2,4,3,2,3,2
91,12,2,4,5,5,2,1,4,4
91,12,3,15,3,3,1,3,2,5
91,12,4,3,1,1,5,4,1,3
92,1,1,12,2,5,2,1,1,4
92,1,2,13,4,2,4,3,3,3
92,1,3,5,1,1,5,4,2,1
92,1,4,11,3,4,3,2,4,7
92,2,1,14,4,1,4,4,4,6
92,2,2,8,3,5,3,2,3,1
92,2,3,6,1,2,1,3,2,5
92,2,4,2,5,3,5,1,1,2
92,3,1,1,5,2,1,4,1,6
92,3,2,4,2,1,4,1,2,7
92,3,3,9,1,3,5,3,4,5
92,3,4,7,4,4,2,2,3,2
92,4,1,16,5,4,5,2,2,7
92,4,2,10,2,3,4,1,4,6
92,4,3,3,1,2,3,3,1,3
92,4,4,15,3,5,2,4,3,4
92,5,1,15,4,1,1,4,3,3
92,5,2,13,1,5,4,3,1,5
92,5,3,7,5,2,5,1,4,2
92,5,4,8,2,3,3,2,2,4
92,6,1,11,3,4,2,4,2,2
92,6,2,12,5,5,3,3,4,5
92,6,3,2,4,1,1,1,1,1
92,6,4,1,1,2,4,2,3,6
92,7,1,14,3,3,2,4,1,3
92,7,2,10,4,1,5,1,4,7
92,7,3,16,1,2,4,3,2,4
92,7,4,3,2,4,1,2,3,1
92,8,1,9,5,4,2,4,2,7
92,8,2,4,3,5,1,1,4,2
92,8,3,6,4,3,5,3,3,6
92,8,4,5,2,1,3,2,1,3
92,9,1,2,1,5,3,3,3,5
92,9,2,14,2,2,1,2,1,4
92,9,3,1,5,3,2,4,2,6
92,9,4,7,4,1,5,1,4,1
92,10,1,9,3,4,4,2,2,2
92,10,2,11,1,1,5,3,4,1
92,10,3,13,5,3,2,1,1,7
92,10,4,10,4,5,1,4,3,5
92,11,1,5,3,4,4,2,2,4
92,11,2,3,5,3,5,3,1,5
92,11,3,6,2,2,3,1,4,3
92,11,4,4,1,5,1,4,3,2
92,12,1,12,3,4,3,3,1,6
92,12,2,8,2,1,4,2,3,1
92,12,3,16,4,2,2,1,4,7
92,12,4,15,1,5,5,4,2,4
93,1,1,6,3,1,2,2,4,6
93,1,2,16,2,2,1,3,1,7
93,1,3,12,4,4,3,4,3,2
93,1,4,1,5,3,4,1,2,3
93,2,1,3,2,2,1,1,2,1
93,2,2,15,5,4,4,2,3,5
93,2,3,7,1,5,2,4,1,4
93,2,4,4,3,1,5,3,4,3
93,3,1,13,1,5,2,3,1,3
93,3,2,10,4,3,3,1,4,2
93,3,3,2,3,2,5,2,3,1
93,3,4,11,2,4,1,4,2,6
93,4,1,5,1,4,5,3,2,3
93,4,2,8,4,1,4,1,4,7
93,4,3,9,5,3,3,2,1,4
93,4,4,14,3,5,1,4,3,5
93,5,1,13,3,4,1,1,1,5
93,5,2,15,2,2,3,4,3,4
93,5,3,10,5,3,2,3,2,1
93,5,4,8,4,1,4,2,4,7
93,6,1,12,5,1,3,4,3,6
93,6,2,11,4,2,4,2,4,7
93,6,3,2,1,3,2,3,1,2
93,6,4,9,2,5,5,1,2,1
93,7,1,4,3,2,4,4,1,2
93,7,2,6,2,5,2,3,2,5
93,7,3,1,1,3,5,1,4,3
93,7,4,5,5,1,3,2,3,4
93,8,1,7,4,4,1,1,4,6
93,8,2,14,5,2,3,2,3,4
93,8,3,16,1,5,5,4,2,3
93,8,4,3,3,3,2,3,1,1
93,9,1,13,2,4,4,2,4,2
93,9,2,10,5,2,5,1,3,7
93,9,3,2,1,3,3,4,2,5
93,9,4,14,4,1,1,3,1,6
93,10,1,12,5,2,3,3,1,1
93,10,2,6,3,1,4,4,2,4
93,10,3,11,2,5,2,2,4,6
93,10,4,8,4,4,1,1,3,5
93,11,1,1,4,3,5,2,1,7
93,11,2,5,3,4,2,4,4,5
93,11,3,16,1,5,4,1,2,3
93,11,4,7,2,1,1,3,3,2
93,12,1,9,3,1,1,4,2,4
93,12,2,3,1,3,2,3,3,2
93,12,3,4,2,5,4,1,1,6
93,12,4,15,4,4,5,2,4,1
94,1,1,6,3,1,5,2,2,5
94,1,2,14,5,2,3,3,4,3
94,1,3,15,4,4,2,4,1,7
94,1,4,4,2,5,4,1,3,6
94,2,1,7,3,5,2,4,4,2
94,2,2,16,1,2,3,3,2,4
94,2,3,2,5,3,1,1,1,3
94,2,4,1,2,4,5,2,3,7
94,3,1,8,1,3,3,3,2,4
94,3,2,9,5,1,4,2,3,7
94,3,3,5,4,2,1,4,4,1
94,3,4,12,3,4,5,1,1,2
94,4,1,13,2,3,3,1,3,6
94,4,2,10,1,1,1,3,1,5
94,4,3,3,4,5,4,2,4,1
94,4,4,11,5,2,2,4,2,3
94,5,1,13,3,4,3,4,4,4
94,5,2,16,2,5,2,3,3,1
94,5,3,15,5,1,1,2,2,7
94,5,4,10,1,2,5,1,1,6
94,6,1,7,3,2,3,1,4,3
94,6,2,6,5,5,5,4,1,7
94,6,3,5,4,3,4,2,3,2
94,6,4,14,1,1,1,3,2,5
94,7,1,9,4,4,2,3,3,2
94,7,2,1,5,5,1,2,2,6
94,7,3,3,1,1,3,1,1,3
94,7,4,4,2,3,4,4,4,1
94,8,1,8,5,5,3,1,3,3
94,8,2,2,4,3,5,2,2,2
94,8,3,11,3,2,2,3,1,4
94,8,4,12,2,4,4,4,4,5
94,9,1,5,2,3,4,1,2,6
94,9,2,10,3,4,2,3,4,1
94,9,3,9,1,1,1,2,3,5
94,9,4,1,4,2,5,4,1,7
94,10,1,12,2,4,1,3,1,1
94,10,2,6,3,3,2,4,3,7
94,10,3,8,4,5,5,2,2,4
94,10,4,15,5,2,4,1,4,5
94,11,1,3,3,2,2,2,2,2
94,11,2,11,1,1,3,3,4,6
94,11,3,16,2,4,5,4,3,3
94,11,4,7,4,3,4,1,1,4
94,12,1,14,5,1,3,2,1,6
94,12,2,4,1,5,1,4,3,3
94,12,3,2,3,4,5,1,2,7
94,12,4,13,2,3,2,3,4,4
95,1,1,15,1,1,4,2,3,1
95,1,2,5,5,2,1,1,4,5
95,1,3,3,2,4,5,4,2,6
95,1,4,8,4,5,3,3,1,2
95,2,1,9,5,2,2,4,1,5
95,2,2,11,1,3,3,2,4,4
95,2,3,16,4,5,4,1,2,2
95,2,4,4,3,1,1,3,3,7
95,3,1,1,4,3,2,1,3,3
95,3,2,13,2,5,3,4,1,1
95,3,3,6,5,4,5,3,2,2
95,3,4,10,3,2,1,2,4,6
95,4,1,2,1,1,4,4,3,5
95,4,2,7,3,4,1,2,4,4
95,4,3,12,4,5,5,1,2,7
95,4,4,14,2,3,2,3,1,1
95,5,1,3,3,3,1,2,4,5
95,5,2,10,5,2,3,4,2,1
95,5,3,9,4,5,2,1,3,7
95,5,4,14,1,1,4,3,1,3
95,6,1,15,5,2,5,4,2,4
95,6,2,16,3,5,2,2,1,2
95,6,3,13,2,4,4,3,3,3
95,6,4,5,1,1,3,1,4,6
95,7,1,1,2,1,4,2,2,5
95,7,2,11,1,2,3,4,1,2
95,7,3,6,5,3,5,1,3,1
95,7,4,8,4,4,1,3,4,6
95,8,1,12,1,3,2,2,4,3
95,8,2,4,3,1,5,1,2,4
95,8,3,2,5,2,4,3,1,7
95,8,4,7,2,5,3,4,3,1
95,9,1,9,5,2,5,4,4,5
95,9,2,15,4,4,1,3,3,7
95,9,3,8,3,5,3,1,1,2
95,9,4,3,2,3,2,2,2,3
95,10,1,13,2,5,5,1,4,3
95,10,2,7,1,4,1,2,3,6
95,10,3,4,5,3,3,4,1,2
95,10,4,11,4,1,4,3,2,4
95,11,1,6,1,2,1,2,2,6
95,11,2,5,3,1,4,4,4,4
95,11,3,16,5,3,3,1,3,7
95,11,4,1,4,4,2,3,1,5
95,12,1,14,1,1,4,1,3,1
95,12,2,10,4,4,2,4,2,6
95,12,3,2,2,5,5,2,1,7
95,12,4,12,3,2,1,3,4,5
96,1,1,3,1,4,1,3,4,4
96,1,2,15,3,1,2,1,3,3
96,1,3,4,2,3,5,4,2,1
96,1,4,6,5,5,3,2,1,2
96,2,1,14,5,3,5,1,3,6
96,2,2,10,3,4,2,4,2,1
96,2,3,12,2,5,3,3,4,7
96,2,4,8,4,2,4,2,1,4
96,3,1,9,4,2,1,3,4,5
96,3,2,5,2,4,5,1,1,3
96,3,3,13,5,3,3,4,3,1
96,3,4,1,1,1,4,2,2,2
96,4,1,7,4,5,1,4,3,5
96,4,2,11,1,1,4,1,1,7
96,4,3,2,5,4,3,3,4,4
96,4,4,16,3,2,2,2,2,3
96,5,1,16,1,2,1,2,2,2
96,5,2,3,3,5,4,4,4,3
96,5,3,13,2,1,2,3,1,5
96,5,4,8,4,3,5,1,3,6
96,6,1,7,1,5,2,4,1,2
96,6,2,14,3,2,3,2,4,7
96,6,3,10,5,3,1,1,2,1
96,6,4,1,4,1,4,3,3,4
96,7,1,9,2,4,5,3,4,6
96,7,2,12,5,2,4,2,1,7
96,7,3,6,1,1,2,4,2,2
96,7,4,4,3,3,3,1,3,1
96,8,1,15,5,1,3,2,4,4
96,8,2,2,1,3,4,4,2,6
96,8,3,5,4,5,5,1,1,5
96,8,4,11,2,4,1,3,3,3
96,9,1,1,3,4,2,4,3,3
96,9,2,15,5,3,3,3,4,2
96,9,3,12,2,2,5,2,2,5
96,9,4,2,4,5,1,1,1,6
96,10,1,11,1,4,1,4,3,2
96,10,2,7,2,1,4,3,1,7
96,10,3,10,3,2,2,2,4,1
96,10,4,5,4,5,5,1,2,4
96,11,1,9,3,5,4,3,4,4
96,11,2,6,1,3,5,2,2,7
96,11,3,3,2,4,3,4,1,6
96,11,4,13,4,1,1,1,3,1
96,12,1,16,1,3,5,1,3,7
96,12,2,4,5,2,2,3,4,3
96,12,3,8,2,4,4,2,2,5
96,12,4,14,3,5,1,4,1,6
97,1,1,1,1,5,4,2,3,2
